implementation_type,model,prompt_type,language,category,snippet,script_path,run_id,status,elapsed_seconds,energy_joules,avg_power_watts,error_message
candidate,gemini,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/01_scatter_trend_grouped.py,2,ok,0.992869621,22.690000000,22.852950196,
candidate,gemini,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/01_scatter_trend_grouped.py,3,ok,0.997054817,23.080000000,23.148175613,
candidate,gemini,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/01_scatter_trend_grouped.py,4,ok,1.053440725,23.140000000,21.966114895,
candidate,gemini,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/01_scatter_trend_grouped.py,5,ok,1.006740092,22.820000000,22.667220846,
candidate,gemini,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/02_distribution_boxplot.py,1,ok,0.584948426,12.530000000,21.420691882,
candidate,gemini,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/02_distribution_boxplot.py,2,ok,0.531714932,12.170000000,22.888204313,
candidate,gemini,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/02_distribution_boxplot.py,3,ok,0.529875234,12.250000000,23.118649852,
candidate,gemini,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/02_distribution_boxplot.py,4,ok,0.526136493,12.250000000,23.282931640,
candidate,gemini,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/data_visualization/02_distribution_boxplot.py,5,ok,0.528995215,12.300000000,23.251628089,
candidate,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,1,ok,2.675634060,56.290000000,21.038003979,
candidate,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,2,ok,2.679037217,56.820000000,21.209111855,
candidate,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,3,ok,2.688186084,57.430000000,21.363848411,
candidate,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,4,ok,2.722492493,57.090000000,20.969754792,
candidate,gemini,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,5,ok,2.712926873,56.630000000,20.874134339,
candidate,gemini,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,1,ok,12.632579533,241.300000000,19.101403587,
candidate,gemini,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,2,ok,12.644211460,239.370000000,18.931192408,
candidate,gemini,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,3,ok,12.610112243,240.020000000,19.033930498,
candidate,gemini,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,4,ok,12.632518379,241.030000000,19.080122646,
candidate,gemini,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,5,ok,12.817223275,255.200000000,19.910708780,
candidate,gemini,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,1,ok,0.669951253,17.140000000,25.583950957,
candidate,gemini,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,2,ok,0.667379625,16.880000000,25.292950770,
candidate,gemini,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,3,ok,0.655255061,17.240000000,26.310365270,
candidate,gemini,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,4,ok,0.685868928,17.270000000,25.179738132,
candidate,gemini,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,5,ok,0.686174669,17.270000000,25.168518717,
candidate,gemini,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,1,ok,0.816321215,20.110000000,24.634910413,
candidate,gemini,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,2,ok,0.825740064,20.160000000,24.414462709,
candidate,gemini,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,3,ok,0.817765137,20.170000000,24.664783429,
candidate,gemini,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,4,ok,0.834531767,20.760000000,24.876224993,
candidate,gemini,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,5,ok,0.822820863,19.890000000,24.172940787,
candidate,gemini,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,1,ok,0.094259125,1.780000000,18.884113342,
candidate,gemini,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,2,ok,0.093101940,1.760000000,18.904009949,
candidate,gemini,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,3,ok,0.095551172,1.740000000,18.210137705,
candidate,gemini,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,4,ok,0.095451097,1.640000000,17.181573094,
candidate,gemini,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,5,ok,0.091117833,1.740000000,19.096152122,
candidate,gemini,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,1,ok,0.095974188,1.740000000,18.129874670,
candidate,gemini,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,2,ok,0.090158944,1.700000000,18.855589081,
candidate,gemini,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,3,ok,0.100049249,1.750000000,17.491385667,
candidate,gemini,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,4,ok,0.093133091,1.680000000,18.038701196,
candidate,gemini,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,5,ok,0.092510548,1.670000000,18.051995541,
candidate,gemini,base,r,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/01_scatter_trend_grouped.R,1,ok,0.130117656,2.180000000,16.754067565,
candidate,gemini,base,r,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/01_scatter_trend_grouped.R,2,ok,0.113404503,2.230000000,19.664122156,
candidate,gemini,base,r,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/01_scatter_trend_grouped.R,3,ok,0.119897610,2.230000000,18.599203103,
candidate,gemini,base,r,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/01_scatter_trend_grouped.R,4,ok,0.116842300,2.250000000,19.256724662,
candidate,gemini,base,r,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/01_scatter_trend_grouped.R,5,ok,0.116706903,2.420000000,20.735705753,
candidate,gemini,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/02_distribution_boxplot.R,1,ok,0.119260763,2.340000000,19.620870613,
candidate,gemini,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/02_distribution_boxplot.R,2,ok,0.118096380,2.240000000,18.967558531,
candidate,gemini,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/02_distribution_boxplot.R,3,ok,0.123049311,2.320000000,18.854229911,
candidate,gemini,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/02_distribution_boxplot.R,4,ok,0.113218843,2.230000000,19.696368033,
candidate,gemini,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/data_visualization/02_distribution_boxplot.R,5,ok,0.115895289,2.240000000,19.327791659,
candidate,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,1,ok,2.047118954,41.620000000,20.331011991,
candidate,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,2,ok,2.084809798,42.620000000,20.443111904,
candidate,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,3,ok,1.690352378,34.900000000,20.646582603,
candidate,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,4,ok,1.758048611,35.870000000,20.403303854,
candidate,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,5,ok,1.946569741,39.530000000,20.307517972,
candidate,gemini,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,1,ok,2.845463615,55.800000000,19.610161137,
candidate,gemini,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,2,ok,2.828108642,55.730000000,19.705749338,
candidate,gemini,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,3,ok,2.839570802,55.400000000,19.509990721,
candidate,gemini,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,4,ok,2.840831612,56.290000000,19.814620396,
candidate,gemini,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,5,ok,2.843595034,56.090000000,19.725030931,
candidate,gemini,base,r,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/01_linear_regression_inference.R,1,ok,0.106384129,1.790000000,16.825818069,
candidate,gemini,base,r,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/01_linear_regression_inference.R,2,ok,0.098724448,1.820000000,18.435149924,
candidate,gemini,base,r,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/01_linear_regression_inference.R,3,ok,0.095567036,1.810000000,18.939584984,
candidate,gemini,base,r,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/01_linear_regression_inference.R,4,ok,0.100211116,1.900000000,18.959972465,
candidate,gemini,base,r,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/01_linear_regression_inference.R,5,ok,0.102326749,1.820000000,17.786160684,
candidate,gemini,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,1,ok,0.102391300,1.880000000,18.360934962,
candidate,gemini,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,2,ok,0.105837346,1.940000000,18.330013680,
candidate,gemini,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,3,ok,0.102465625,1.840000000,17.957241758,
candidate,gemini,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,4,ok,0.101325729,1.940000000,19.146173624,
candidate,gemini,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,5,ok,0.102287151,1.830000000,17.890810157,
candidate,gemini,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,1,ok,0.207866584,6.080000000,29.249530555,
candidate,gemini,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,2,ok,0.209610078,6.120000000,29.197069427,
candidate,gemini,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,3,ok,0.217937221,5.680000000,26.062551289,
candidate,gemini,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,4,ok,0.235387556,4.440000000,18.862509452,
candidate,gemini,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,5,ok,0.241935859,4.160000000,17.194640006,
candidate,gemini,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.792373759,13.210000000,16.671425385,
candidate,gemini,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,2,ok,0.790944393,13.270000000,16.777412063,
candidate,gemini,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,3,ok,0.790601026,13.190000000,16.683509844,
candidate,gemini,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,4,ok,0.820028049,12.420000000,15.145823384,
candidate,gemini,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,5,ok,0.822411391,12.180000000,14.810106150,
candidate,gemini,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/01_scatter_trend_grouped.py,1,ok,0.482445667,7.210000000,14.944688062,
candidate,gemini,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/01_scatter_trend_grouped.py,2,ok,0.484669159,7.240000000,14.938024971,
candidate,gemini,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/01_scatter_trend_grouped.py,3,ok,0.526024178,7.750000000,14.733163083,
candidate,gemini,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/01_scatter_trend_grouped.py,4,ok,0.476686154,7.120000000,14.936452297,
candidate,gemini,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/01_scatter_trend_grouped.py,5,ok,0.478927796,7.230000000,15.096221310,
candidate,gemini,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/02_distribution_boxplot.py,1,ok,0.612854127,9.120000000,14.881192111,
candidate,gemini,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/02_distribution_boxplot.py,2,ok,0.607903187,9.040000000,14.870788957,
candidate,gemini,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/02_distribution_boxplot.py,3,ok,0.606730714,9.120000000,15.031380132,
candidate,gemini,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/02_distribution_boxplot.py,4,ok,0.608445669,9.130000000,15.005448251,
candidate,gemini,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/data_visualization/02_distribution_boxplot.py,5,ok,0.604437087,9.080000000,15.022241678,
candidate,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,1,ok,3.042324427,45.580000000,14.981965630,
candidate,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,2,ok,2.983883668,44.740000000,14.993882127,
candidate,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,3,ok,3.013842154,45.280000000,15.024011772,
candidate,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,4,ok,3.007859714,45.080000000,14.987401105,
candidate,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,5,ok,3.008635569,45.150000000,15.006802574,
candidate,gemini,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,1,ok,13.649623701,204.850000000,15.007739736,
