script_id,model,prompt_type,language,category,snippet_id,script_path,analysis_granularity,source_root,project_key,sonar_status,sonar_scanner_exit_code,quality_gate,bugs,vulnerabilities,code_smells,reliability_rating,security_rating,sqale_rating,duplicated_lines_density,ncloc,coverage,analysis_id,ce_task_id,error,scanner_log
script_13,gemini,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,snippet,task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows,masters_thesis_translations_script_13_gemini__base__r__machine_learning_workflows__01_pipeline_cv_gridsearch_classification,ok,0,OK,0,0,26,1.0,1.0,1.0,0.0,,,b395dd52-d45f-48d7-98bb-db17741eed3f,0e62f8e8-bd9b-4c9b-a205-e2d8e9b36664,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__base__r__machine_learning_workflows__01_pipeline_cv_gridsearch_classification/sonar-scanner.log
script_14,gemini,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,snippet,task_equivalents/llm_translations/gemini/base/r/machine_learning_workflows,masters_thesis_translations_script_14_gemini__base__r__machine_learning_workflows__02_regression_workflow_feature_importance,ok,0,OK,0,0,22,1.0,1.0,1.0,0.0,,,153dae63-05f5-468e-8f76-5c5809d0507a,3cbc019c-e640-4cc8-be9f-adb085c03263,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__base__r__machine_learning_workflows__02_regression_workflow_feature_importance/sonar-scanner.log
script_15,gemini,base,r,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/01_linear_regression_inference.R,snippet,task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis,masters_thesis_translations_script_15_gemini__base__r__statistical_modelling_analysis__01_linear_regression_inference,ok,0,OK,0,0,7,1.0,1.0,1.0,0.0,,,495e39dc-9e8d-4a28-a218-849da34baacc,7c921fe0-6130-492e-a0fd-fcb4062d6a14,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__base__r__statistical_modelling_analysis__01_linear_regression_inference/sonar-scanner.log
script_16,gemini,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,snippet,task_equivalents/llm_translations/gemini/base/r/statistical_modelling_analysis,masters_thesis_translations_script_16_gemini__base__r__statistical_modelling_analysis__02_logistic_regression_odds_ratios,ok,0,OK,0,0,4,1.0,1.0,1.0,0.0,,,82d95f78-cd55-47f8-93cb-22832238765c,6749531f-47b9-4a47-bc78-88266175d88f,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__base__r__statistical_modelling_analysis__02_logistic_regression_odds_ratios/sonar-scanner.log
script_17,gemini,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,snippet,task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing,masters_thesis_translations_script_17_gemini__optimized__python__data_manipulation_preprocessing__01_impute_encode_scale,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,11,0.0,fda34884-27ef-4abd-b086-84fedc1d4ab9,0d490880-5829-4891-af51-b373de4c94a3,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__python__data_manipulation_preprocessing__01_impute_encode_scale/sonar-scanner.log
script_18,gemini,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,snippet,task_equivalents/llm_translations/gemini/optimized/python/data_manipulation_preprocessing,masters_thesis_translations_script_18_gemini__optimized__python__data_manipulation_preprocessing__02_merge_aggregate_reshape,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,8,0.0,3b080a36-1dc8-41f6-b244-969961fc56cd,e757f104-eca0-4d5d-a083-ba0d6430dcab,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__python__data_manipulation_preprocessing__02_merge_aggregate_reshape/sonar-scanner.log
script_19,gemini,optimized,python,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/gemini/optimized/python/data_visualization/01_scatter_trend_grouped.py,snippet,task_equivalents/llm_translations/gemini/optimized/python/data_visualization,masters_thesis_translations_script_19_gemini__optimized__python__data_visualization__01_scatter_trend_grouped,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,14,0.0,32782015-f9a1-4510-8993-4c68f1b7ce0d,674f8fb1-c638-4375-8815-1cb5d22bbfff,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__python__data_visualization__01_scatter_trend_grouped/sonar-scanner.log
script_20,gemini,optimized,python,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/gemini/optimized/python/data_visualization/02_distribution_boxplot.py,snippet,task_equivalents/llm_translations/gemini/optimized/python/data_visualization,masters_thesis_translations_script_20_gemini__optimized__python__data_visualization__02_distribution_boxplot,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,22,0.0,200f119b-4266-4fef-b717-daf7674ed639,dc6acd39-9fef-4f39-852f-a3e4230135b9,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__python__data_visualization__02_distribution_boxplot/sonar-scanner.log
script_21,gemini,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,snippet,task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows,masters_thesis_translations_script_21_gemini__optimized__python__machine_learning_workflows__01_pipeline_cv_gridsearch_classification,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,29,0.0,15f3c140-e733-4469-9973-51356398ef05,6d7e4096-d3a2-4b55-826b-cfd6c67a9214,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__python__machine_learning_workflows__01_pipeline_cv_gridsearch_classification/sonar-scanner.log
script_22,gemini,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,snippet,task_equivalents/llm_translations/gemini/optimized/python/machine_learning_workflows,masters_thesis_translations_script_22_gemini__optimized__python__machine_learning_workflows__02_regression_workflow_feature_importance,ok,0,OK,0,0,1,1.0,1.0,1.0,0.0,39,0.0,25db0dcd-ce33-434f-a05d-16bcfdb37e34,fb7eb29f-810c-42e8-b6e4-c3bdda4f8e4d,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__python__machine_learning_workflows__02_regression_workflow_feature_importance/sonar-scanner.log
script_23,gemini,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/gemini/optimized/python/statistical_modelling_analysis/01_linear_regression_inference.py,snippet,task_equivalents/llm_translations/gemini/optimized/python/statistical_modelling_analysis,masters_thesis_translations_script_23_gemini__optimized__python__statistical_modelling_analysis__01_linear_regression_inference,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,10,0.0,7c73f59b-dd46-4371-9522-e328d870bbf9,c8bb115d-b504-472c-8822-415612556700,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__python__statistical_modelling_analysis__01_linear_regression_inference/sonar-scanner.log
script_24,gemini,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/gemini/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,snippet,task_equivalents/llm_translations/gemini/optimized/python/statistical_modelling_analysis,masters_thesis_translations_script_24_gemini__optimized__python__statistical_modelling_analysis__02_logistic_regression_odds_ratios,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,14,0.0,d0c80c7b-1891-4587-b42d-047094922e8f,0924104b-28eb-45e1-ac52-219f1a8c66fa,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__python__statistical_modelling_analysis__02_logistic_regression_odds_ratios/sonar-scanner.log
script_25,gemini,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/gemini/optimized/r/data_manipulation_preprocessing/01_impute_encode_scale.R,snippet,task_equivalents/llm_translations/gemini/optimized/r/data_manipulation_preprocessing,masters_thesis_translations_script_25_gemini__optimized__r__data_manipulation_preprocessing__01_impute_encode_scale,ok,0,OK,0,0,14,1.0,1.0,1.0,0.0,,,def5b297-86f8-4483-90e6-b62d097d455f,f9ed776b-3635-4645-adfe-60101918c6a8,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__r__data_manipulation_preprocessing__01_impute_encode_scale/sonar-scanner.log
script_26,gemini,optimized,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/gemini/optimized/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,snippet,task_equivalents/llm_translations/gemini/optimized/r/data_manipulation_preprocessing,masters_thesis_translations_script_26_gemini__optimized__r__data_manipulation_preprocessing__02_merge_aggregate_reshape,ok,0,OK,0,0,9,1.0,1.0,1.0,0.0,,,a77f1984-fe5b-4293-9275-a503d815ccbb,98298ede-93ed-41b2-b88c-ae2c794cc838,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__r__data_manipulation_preprocessing__02_merge_aggregate_reshape/sonar-scanner.log
script_27,gemini,optimized,r,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/gemini/optimized/r/data_visualization/01_scatter_trend_grouped.R,snippet,task_equivalents/llm_translations/gemini/optimized/r/data_visualization,masters_thesis_translations_script_27_gemini__optimized__r__data_visualization__01_scatter_trend_grouped,ok,0,OK,0,0,8,1.0,1.0,1.0,0.0,,,04de66da-ee11-4fc6-b33b-d006dab9fc18,bcc8bea1-7f6a-49b5-920f-3ac4b8e92160,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__r__data_visualization__01_scatter_trend_grouped/sonar-scanner.log
script_28,gemini,optimized,r,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/gemini/optimized/r/data_visualization/02_distribution_boxplot.R,snippet,task_equivalents/llm_translations/gemini/optimized/r/data_visualization,masters_thesis_translations_script_28_gemini__optimized__r__data_visualization__02_distribution_boxplot,ok,0,OK,0,0,13,1.0,1.0,1.0,0.0,,,386ecca2-b190-490f-a6b0-2ec6b67c14db,7968886c-596a-47a9-badb-35a339825f1c,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__r__data_visualization__02_distribution_boxplot/sonar-scanner.log
script_29,gemini,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/gemini/optimized/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,snippet,task_equivalents/llm_translations/gemini/optimized/r/machine_learning_workflows,masters_thesis_translations_script_29_gemini__optimized__r__machine_learning_workflows__01_pipeline_cv_gridsearch_classification,ok,0,OK,0,0,16,1.0,1.0,1.0,0.0,,,ea98ae65-d2bf-4070-9486-b42c891e31ea,d9c436fc-d2d2-4af0-81a7-cfacf96799ac,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__r__machine_learning_workflows__01_pipeline_cv_gridsearch_classification/sonar-scanner.log
script_30,gemini,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/gemini/optimized/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,snippet,task_equivalents/llm_translations/gemini/optimized/r/machine_learning_workflows,masters_thesis_translations_script_30_gemini__optimized__r__machine_learning_workflows__02_regression_workflow_feature_importance,ok,0,OK,0,0,22,1.0,1.0,1.0,0.0,,,446c0096-337c-49f2-a12d-c22bb056645d,7e4dcdf3-1465-438b-a87b-4fda29ebb92a,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__r__machine_learning_workflows__02_regression_workflow_feature_importance/sonar-scanner.log
script_31,gemini,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/gemini/optimized/r/statistical_modelling_analysis/01_linear_regression_inference.R,snippet,task_equivalents/llm_translations/gemini/optimized/r/statistical_modelling_analysis,masters_thesis_translations_script_31_gemini__optimized__r__statistical_modelling_analysis__01_linear_regression_inference,ok,0,OK,0,0,7,1.0,1.0,1.0,0.0,,,50d1f10e-c590-466e-88d5-0b057c3bf51d,ecf07163-b791-4686-980a-1b400eeeae5d,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__r__statistical_modelling_analysis__01_linear_regression_inference/sonar-scanner.log
script_32,gemini,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/gemini/optimized/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,snippet,task_equivalents/llm_translations/gemini/optimized/r/statistical_modelling_analysis,masters_thesis_translations_script_32_gemini__optimized__r__statistical_modelling_analysis__02_logistic_regression_odds_ratios,ok,0,OK,0,0,4,1.0,1.0,1.0,0.0,,,7dd6c034-68b1-42a0-a630-14da67f69782,fc31e9de-6307-4e5d-8727-d32967cadfaf,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gemini__optimized__r__statistical_modelling_analysis__02_logistic_regression_odds_ratios/sonar-scanner.log
script_33,gpt,base,python,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/gpt/base/python/data_manipulation_preprocessing/01_impute_encode_scale.py,snippet,task_equivalents/llm_translations/gpt/base/python/data_manipulation_preprocessing,masters_thesis_translations_script_33_gpt__base__python__data_manipulation_preprocessing__01_impute_encode_scale,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,17,0.0,d3f84a10-f548-46b0-ab81-87e35f234c06,6e3d55ba-b37c-4363-a6c5-6e1a7a2cfd96,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gpt__base__python__data_manipulation_preprocessing__01_impute_encode_scale/sonar-scanner.log
script_34,gpt,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/gpt/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,snippet,task_equivalents/llm_translations/gpt/base/python/data_manipulation_preprocessing,masters_thesis_translations_script_34_gpt__base__python__data_manipulation_preprocessing__02_merge_aggregate_reshape,ok,0,OK,0,0,1,1.0,1.0,1.0,0.0,16,0.0,9f39aa8f-a619-40ab-80d7-c5b7090520fd,a25119a1-fc48-4984-9fb3-47ca68b70d41,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gpt__base__python__data_manipulation_preprocessing__02_merge_aggregate_reshape/sonar-scanner.log
script_35,gpt,base,python,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/gpt/base/python/data_visualization/01_scatter_trend_grouped.py,snippet,task_equivalents/llm_translations/gpt/base/python/data_visualization,masters_thesis_translations_script_35_gpt__base__python__data_visualization__01_scatter_trend_grouped,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,20,0.0,b99852fd-4895-48a0-90f7-823525c2cdb3,5a87fb8f-177b-4ae9-98bf-33a3513386b0,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gpt__base__python__data_visualization__01_scatter_trend_grouped/sonar-scanner.log
script_36,gpt,base,python,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/gpt/base/python/data_visualization/02_distribution_boxplot.py,snippet,task_equivalents/llm_translations/gpt/base/python/data_visualization,masters_thesis_translations_script_36_gpt__base__python__data_visualization__02_distribution_boxplot,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,31,0.0,25daa4ab-a7ec-4b00-9802-3cef174cdf20,a734fbf6-4bef-4699-a7e4-c2f6e06ba775,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gpt__base__python__data_visualization__02_distribution_boxplot/sonar-scanner.log
script_37,gpt,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/gpt/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,snippet,task_equivalents/llm_translations/gpt/base/python/machine_learning_workflows,masters_thesis_translations_script_37_gpt__base__python__machine_learning_workflows__01_pipeline_cv_gridsearch_classification,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,50,0.0,9d7a93e0-3c40-400c-9992-24d305b9dfd6,4e2cd7f1-d458-49d6-802a-2dfd3b0a0037,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gpt__base__python__machine_learning_workflows__01_pipeline_cv_gridsearch_classification/sonar-scanner.log
script_38,gpt,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/gpt/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,snippet,task_equivalents/llm_translations/gpt/base/python/machine_learning_workflows,masters_thesis_translations_script_38_gpt__base__python__machine_learning_workflows__02_regression_workflow_feature_importance,ok,0,OK,0,0,1,1.0,1.0,1.0,0.0,49,0.0,1b55a515-4761-4bde-ac02-e18f821b9f89,3e87dae5-15ab-4cdd-92cc-d55bf9004798,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gpt__base__python__machine_learning_workflows__02_regression_workflow_feature_importance/sonar-scanner.log
script_39,gpt,base,python,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/gpt/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,snippet,task_equivalents/llm_translations/gpt/base/python/statistical_modelling_analysis,masters_thesis_translations_script_39_gpt__base__python__statistical_modelling_analysis__01_linear_regression_inference,ok,0,OK,0,0,0,1.0,1.0,1.0,0.0,11,0.0,d2b7e88f-e743-4c43-8a39-4d9cd4bb8618,ec15ceaf-c639-4425-b107-282637b2a89a,,task_equivalents/evaluation_outputs/maintainability_non_blacklisted_snippets_final_20260502T092409Z/static/gpt__base__python__statistical_modelling_analysis__01_linear_regression_inference/sonar-scanner.log
