model,prompt_type,language,category,snippet_id,candidate_path,reference_path,status,score,kinds,shapes,vectors,models,numeric,error
gpt,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/gpt/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,task_equivalents/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,ok,1.0,1.0,1.0,0.9,1.0,1.0,
gpt,base,r,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/gpt/base/r/data_visualization/02_distribution_boxplot.R,task_equivalents/r/data_visualization/02_distribution_boxplot.R,ok,1.0,1.0,1.0,1.0,1.0,1.0,
gpt,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/gpt/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,task_equivalents/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,ok,0.7,0.6,0.8,0.6,1.0,0.8,
gpt,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/gpt/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,task_equivalents/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,ok,0.9,0.9,1.0,0.8,1.0,1.0,
gpt,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/gpt/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,task_equivalents/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,ok,0.8,1.0,0.5,0.8,1.0,0.9,
gpt,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/gpt/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,ok,0.9,0.9,0.8,1.0,1.0,0.9,
gpt,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/gpt/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,ok,0.8,0.9,1.0,0.8,1.0,0.6,
gpt,optimized,python,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/gpt/optimized/python/data_visualization/01_scatter_trend_grouped.py,task_equivalents/python/data_visualization/01_scatter_trend_grouped.py,ok,0.7,0.8,1.0,1.0,0.0,1.0,
gpt,optimized,python,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/gpt/optimized/python/data_visualization/02_distribution_boxplot.py,task_equivalents/python/data_visualization/02_distribution_boxplot.py,ok,0.7,0.5,1.0,0.0,1.0,1.0,
gpt,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/gpt/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,task_equivalents/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,ok,0.9,0.9,0.8,1.0,1.0,0.9,
gpt,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/gpt/optimized/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,ok,0.9,0.9,1.0,0.8,1.0,0.6,
gpt,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/gpt/optimized/python/statistical_modelling_analysis/01_linear_regression_inference.py,task_equivalents/python/statistical_modelling_analysis/01_linear_regression_inference.py,ok,0.6,0.4,0.4,1.0,1.0,0.6,
gpt,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/gpt/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,task_equivalents/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,ok,0.8,0.7,0.5,1.0,1.0,0.8,
gpt,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/gpt/optimized/r/data_manipulation_preprocessing/01_impute_encode_scale.R,task_equivalents/r/data_manipulation_preprocessing/01_impute_encode_scale.R,ok,0.9,1.0,0.8,1.0,1.0,1.0,
gpt,optimized,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/gpt/optimized/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,task_equivalents/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,ok,1.0,1.0,1.0,0.9,1.0,1.0,
gpt,optimized,r,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/gpt/optimized/r/data_visualization/01_scatter_trend_grouped.R,task_equivalents/r/data_visualization/01_scatter_trend_grouped.R,ok,0.7,0.8,0.3,0.8,1.0,0.8,
gpt,optimized,r,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/gpt/optimized/r/data_visualization/02_distribution_boxplot.R,task_equivalents/r/data_visualization/02_distribution_boxplot.R,ok,0.9,0.8,1.0,0.7,1.0,1.0,
gpt,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/gpt/optimized/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,task_equivalents/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,ok,0.9,1.0,1.0,0.8,1.0,1.0,
gpt,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/gpt/optimized/r/statistical_modelling_analysis/01_linear_regression_inference.R,task_equivalents/r/statistical_modelling_analysis/01_linear_regression_inference.R,ok,0.9,1.0,1.0,0.5,1.0,1.0,
gpt,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/gpt/optimized/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,task_equivalents/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,ok,0.8,1.0,0.5,0.8,1.0,0.9,
llama,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/llama/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,ok,0.9,0.9,1.0,0.8,1.0,1.0,
llama,base,python,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/llama/base/python/data_visualization/01_scatter_trend_grouped.py,task_equivalents/python/data_visualization/01_scatter_trend_grouped.py,ok,0.9,0.8,1.0,1.0,1.0,1.0,
llama,base,python,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/llama/base/python/data_visualization/02_distribution_boxplot.py,task_equivalents/python/data_visualization/02_distribution_boxplot.py,ok,0.7,0.5,1.0,0.0,1.0,1.0,
llama,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/llama/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,task_equivalents/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,ok,0.7,0.8,0.5,1.0,1.0,0.4,
llama,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/llama/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,ok,0.9,0.9,1.0,0.8,1.0,1.0,
llama,base,python,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/llama/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,task_equivalents/python/statistical_modelling_analysis/01_linear_regression_inference.py,ok,0.7,0.4,0.6,1.0,1.0,0.7,
llama,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/llama/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,task_equivalents/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,ok,0.5,1.0,0.0,1.0,0.0,0.8,
llama,base,r,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/llama/base/r/data_visualization/02_distribution_boxplot.R,task_equivalents/r/data_visualization/02_distribution_boxplot.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
llama,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/llama/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,ok,0.7,0.7,0.5,1.0,1.0,0.6,
llama,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/llama/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,ok,0.9,0.9,1.0,0.8,1.0,0.9,
llama,optimized,python,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/llama/optimized/python/data_visualization/01_scatter_trend_grouped.py,task_equivalents/python/data_visualization/01_scatter_trend_grouped.py,ok,0.7,0.4,0.7,1.0,1.0,0.8,
llama,optimized,python,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/llama/optimized/python/data_visualization/02_distribution_boxplot.py,task_equivalents/python/data_visualization/02_distribution_boxplot.py,ok,0.7,0.5,1.0,0.0,1.0,1.0,
llama,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/llama/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,task_equivalents/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,ok,0.5,1.0,0.0,1.0,0.0,0.8,
starcoder,base,python,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/starcoder/base/python/data_manipulation_preprocessing/01_impute_encode_scale.py,task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,ok,1.0,1.0,1.0,1.0,1.0,1.0,
starcoder,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/starcoder/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,ok,0.9,0.9,1.0,0.8,1.0,1.0,
starcoder,base,python,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/starcoder/base/python/data_visualization/01_scatter_trend_grouped.py,task_equivalents/python/data_visualization/01_scatter_trend_grouped.py,ok,0.7,0.5,0.7,1.0,1.0,0.9,
starcoder,base,python,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/starcoder/base/python/data_visualization/02_distribution_boxplot.py,task_equivalents/python/data_visualization/02_distribution_boxplot.py,ok,0.7,0.5,1.0,0.0,1.0,1.0,
starcoder,base,python,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/starcoder/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,task_equivalents/python/statistical_modelling_analysis/01_linear_regression_inference.py,ok,0.7,0.7,0.4,1.0,1.0,0.6,
starcoder,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/starcoder/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,task_equivalents/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,ok,0.5,1.0,0.0,1.0,0.0,0.8,
starcoder,base,r,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/starcoder/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,task_equivalents/r/data_manipulation_preprocessing/01_impute_encode_scale.R,ok,0.6,0.8,0.2,0.8,1.0,0.8,
starcoder,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/starcoder/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,task_equivalents/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,ok,0.5,1.0,0.0,1.0,0.0,0.8,
starcoder,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/starcoder/optimized/r/data_manipulation_preprocessing/01_impute_encode_scale.R,task_equivalents/r/data_manipulation_preprocessing/01_impute_encode_scale.R,ok,0.9,1.0,0.8,1.0,1.0,1.0,
starcoder,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/starcoder/optimized/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,task_equivalents/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
